Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
IZEA,"IZEA Worldwide, Inc.",Communication Services,0001495231,3.72,83526102.0,310908.45,DEF 14A,2025-10-29,7,Earnings/Financial update,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000156/izea-20250630.htm,Pass,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000156/izea-20250630.htm,,,50643015.0,50643015.0,0.0,0.0,,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000156/izea-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1495231/000149523125000156/izea-20250630.htm,,,,,,,Missing,True,2025-04-11 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000078/izeas-8postxeffectiveamend.htm,Overhang (S-8),S-8 POS; S-8,,S-8 POS,2025-04-11,208,https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000078/izeas-8postxeffectiveamend.htm,2025-04-11 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000078/izeas-8postxeffectiveamend.htm; 2025-03-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000051/izeas-820250327.htm; 2025-01-14 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000023/izeas-820250114.htm,2025-10-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000170/izea-20251029.htm,Pass,DEF 14A,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000170/izea-20251029.htm,2025-10-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000170/izea-20251029.htm; 2024-10-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523124000214/izea-20241029.htm,2025-10-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1495231/000149523125000170/izea-20251029.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
JAKK,"JAKKS Pacific, Inc.",Consumer Cyclical,0001009829,17.61,188411101.0,109200.0,8-K,2025-10-31,5,Earnings / financial update,2025-10-31 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001594/jakkex10-1.htm,Pass,8-K,2025-10-31,5,https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001594/jakkex10-1.htm,3.137438,3.14,25887000.0,25887000.0,8251000.0,8251000.0,interim,2025-10-31 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001590/jakk10q093025.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1009829/000118518525001590/jakk10q093025.htm,283.0,3-6q,10-Q,2025-10-31,5,https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001590/jakk10q093025.htm,Pass,True,2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001567/jakks3102725.htm,Pass (Offering),S-3,,S-3,2025-10-29,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001567/jakks3102725.htm,2025-10-29 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525001567/jakks3102725.htm,2025-05-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525000417/jakkdef14a050725.htm,Pass,DEF 14A,2025-05-08,181,https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525000417/jakkdef14a050725.htm,2025-05-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525000417/jakkdef14a050725.htm; 2024-10-25 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518524001025/jakkspacif20241023_def14a.htm,2025-05-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1009829/000118518525000417/jakkdef14a050725.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
JILL,"J.Jill, Inc.",Consumer Cyclical,0001687932,18.15,172912701.0,48817.35,10-Q,2025-09-03,63,Earnings/Financial update,2025-09-03 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525194952/jill-20250802.htm,Pass,10-Q,2025-09-03,63,https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525194952/jill-20250802.htm,,,45523000.0,45523000.0,0.0,0.0,,2025-09-03 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525194952/jill-20250802.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1687932/000119312525194952/jill-20250802.htm,,,,,,,Missing,True,2025-06-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525151332/d20235ds8.htm,Overhang (S-8),S-8,,S-8,2025-06-27,131,https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525151332/d20235ds8.htm,2025-06-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525151332/d20235ds8.htm,2025-04-09 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525076808/d825873ddef14a.htm,Pass,DEF 14A,2025-04-09,210,https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525076808/d825873ddef14a.htm,2025-04-09 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525076808/d825873ddef14a.htm,2025-04-09 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1687932/000119312525076808/d825873ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
JRSH,"Jerash Holdings (US), Inc.",Consumer Cyclical,0001696558,3.44,41401804.0,242890.7,8-K/A,2025-09-17,49,Corporate event / guidance / financing,2025-09-17 8-K/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025088553/ea0257661-8ka1_jerash.htm,Pass,8-K/A,2025-09-17,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025088553/ea0257661-8ka1_jerash.htm,0.894778,0.89,5796830.0,5796830.0,6478515.0,6478515.0,interim,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025075941/ea0251879-10q_jerash.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1696558/000121390025075941/ea0251879-10q_jerash.htm,80.0,<1q,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025075941/ea0251879-10q_jerash.htm,Pass,True,2025-02-24 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025016613/ea0231530-s3_jerash.htm,Pass (Offering),S-3; S-8 POS,,S-3,2025-02-24,254,https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025016613/ea0231530-s3_jerash.htm,2025-02-24 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025016613/ea0231530-s3_jerash.htm; 2025-02-24 S-8 POS https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025016612/ea0231120-s8pos_jerash.htm,2025-07-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025066978/ea0249101-01.htm,Pass,DEF 14A,2025-07-23,105,https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025066978/ea0249101-01.htm,2025-07-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025066978/ea0249101-01.htm,2025-07-23 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1696558/000121390025066978/ea0249101-01.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
JRVR,"James River Group Holdings, Ltd.",Financial Services,0001620459,5.39,270713138.0,178917.1,S-8,2025-11-04,1,Earnings/Financial update,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000134/jrvr-20250930.htm,Pass,10-Q,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000134/jrvr-20250930.htm,,,238750000.0,238750000.0,0.0,0.0,,2025-11-04 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000134/jrvr-20250930.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1620459/000162045925000134/jrvr-20250930.htm,,,,,,,Missing,True,2025-11-04 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000136/s-8x2014nedipasamended.htm,Pass (Offering),S-8; 424B3; S-3,,S-8,2025-11-04,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000136/s-8x2014nedipasamended.htm,2025-11-04 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000136/s-8x2014nedipasamended.htm; 2025-11-04 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045925000135/s-8x2014ltipplanasamended.htm; 2025-08-19 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925080338/tm2515967-6_424b3.htm; 2025-08-15 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925079228/tm2521927-4_s3.htm; 2025-08-15 S-4/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925079226/tm2515967-3_s4a.htm; 2025-08-05 S-4 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925074310/tm2515967-1_s4.htm; 2024-11-12 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045924000128/s-8x2014nedip.htm; 2024-11-12 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000162045924000126/s-8x2014ltipplanasamended.htm,2025-09-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925090550/tm2516536-2_def14a.htm,Pass,DEF 14A,2025-09-17,49,https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925090550/tm2516536-2_def14a.htm,2025-09-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925090550/tm2516536-2_def14a.htm,2025-09-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1620459/000110465925090550/tm2516536-2_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
KLTR,"Kaltura, Inc.",Technology,0001432133,1.54,234054615.0,215962.9,8-K,2025-10-06,30,Corporate event / guidance / financing,2025-10-06 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000162828025044210/kltr-20251006.htm,Pass,8-K,2025-10-06,30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000162828025044210/kltr-20251006.htm,,,35446000.0,35446000.0,0.0,0.0,,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000143213325000086/kltr-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1432133/000143213325000086/kltr-20250630.htm,,,,,,,Missing,True,2025-02-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000143213325000031/kaltura-formsx82025evergre.htm,Overhang (S-8),S-8,,S-8,2025-02-25,253,https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000143213325000031/kaltura-formsx82025evergre.htm,2025-02-25 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000143213325000031/kaltura-formsx82025evergre.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000114036125016697/ny20044112x1_def14a.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000114036125016697/ny20044112x1_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000114036125016697/ny20044112x1_def14a.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1432133/000114036125016697/ny20044112x1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
KLXE,"KLX Energy Services Holdings, Inc.",Energy,0001738827,1.86,31220800.0,94882.8,8-K,2025-08-26,71,Corporate event / guidance / financing,2025-08-26 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000173882725000069/klxcompanypresentationq2.htm,Pass,8-K,2025-08-26,71,https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000173882725000069/klxcompanypresentationq2.htm,1.805405,1.81,16700000.0,16700000.0,9250000.0,9250000.0,interim,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000173882725000066/klxe-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1738827/000173882725000066/klxe-20250630.htm,163.0,1-3q,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000173882725000066/klxe-20250630.htm,Pass,True,2025-06-04 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525134941/d943374ds3.htm,Pass (Offering),S-3; 424B5,,S-3,2025-06-04,154,https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525134941/d943374ds3.htm,2025-06-04 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525134941/d943374ds3.htm; 2025-03-14 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525054895/d840803d424b5.htm,2025-03-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525066619/d841603ddef14a.htm,Pass,DEF 14A,2025-03-28,222,https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525066619/d841603ddef14a.htm,2025-03-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525066619/d841603ddef14a.htm,2025-03-28 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1738827/000119312525066619/d841603ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
KORE,"KORE Group Holdings, Inc.",Communication Services,0001855457,2.32,74345560.0,227551.5,8-K,2025-11-05,0,Corporate event / guidance / financing,2025-11-05 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000084/kore-20251103.htm,Pass,8-K,2025-11-05,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000084/kore-20251103.htm,,,20962000.0,20962000.0,0.0,0.0,,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000069/kore-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1855457/000185545725000069/kore-20250630.htm,,,,,,,Missing,True,2025-08-14 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000078/kore-prospectussupplement9.htm,Pass (Offering),424B3; S-8,,424B3,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000078/kore-prospectussupplement9.htm,2025-08-14 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000078/kore-prospectussupplement9.htm; 2025-08-14 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000076/kore-prospectussupplement9.htm; 2025-08-14 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000074/kore-prospectussupplement9.htm; 2025-08-14 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000072/kore-prospectussupplement9.htm; 2025-05-15 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000047/kore-prospectussupplement8.htm; 2025-05-15 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000046/kore-prospectussupplement8.htm; 2025-05-15 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000045/kore-prospectussupplement8.htm; 2025-05-15 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000043/kore-prospectussupplement8.htm; 2025-05-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000033/s-8xevergreen.htm; 2025-05-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000032/s-8xinducementgrants.htm; 2025-04-30 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000026/kore-prospectussupplement7a.htm; 2025-04-30 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000025/kore-prospectussupplement7a.htm; 2025-04-30 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000024/kore-prospectussupplement7a.htm; 2025-04-30 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000023/kore-prospectussupplement7a.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000101/kore-prospectussupplement6.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000096/kore-prospectussupplement5.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000092/kore-prospectussupplement5.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000097/kore-prospectussupplement6.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000094/kore-prospectussupplement5.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000090/kore-prospectussupplement6.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000100/kore-prospectussupplement5.htm; 2024-11-20 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545724000098/kore-prospectussupplement6.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000018/a2025-finalproxy.htm,Pass,DEF 14A,2025-04-30,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000018/a2025-finalproxy.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000018/a2025-finalproxy.htm,2025-04-30 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1855457/000185545725000018/a2025-finalproxy.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
KRRO,"Korro Bio, Inc.",Healthcare,0001703647,32.92,309711981.0,219524.0,8-K,2025-10-08,28,Corporate event / guidance / financing,2025-10-08 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525234001/krro-20251007.htm,Pass,8-K,2025-10-08,28,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312525234001/krro-20251007.htm,1.539011,1.54,33612000.0,33612000.0,21840000.0,21840000.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm,139.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025106912/krro-20250630.htm,Pass,True,2025-03-18 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm,Pass (Offering),S-8; 424B3; 424B5; S-3,,S-8,2025-03-18,232,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm,2025-03-18 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025040760/krro-20250318.htm; 2024-12-10 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273973/d861435d424b3.htm; 2024-12-10 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524273969/d870524d424b3.htm; 2024-12-06 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524272557/d854612d424b5.htm; 2024-12-02 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000119312524268934/d854612ds3.htm; 2024-11-21 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129500/korrokeystoneprosupprega.htm; 2024-11-21 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024129496/korropreclosingprosuppac.htm; 2024-11-12 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125594/korro_keystone_prosupp-q.htm; 2024-11-12 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024125585/korro_preclosing_prosupp.htm; 2024-11-04 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120288/korrokeystoneprosuppregf.htm; 2024-11-04 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017024120286/korro_preclosingprosuppr.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm,Pass,DEF 14A,2025-04-29,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1703647/000095017025059533/krro-20250428.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
KSCP,"Knightscope, Inc.",Industrials,0001600983,5.45,35771138.0,472660.1,S-8,2025-10-24,12,TBD,2025-09-09 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025011970/kscp-20250908x8k.htm,Pass,8-K,2025-09-09,57,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025011970/kscp-20250908x8k.htm,1.384071,1.38,8211000.0,8211000.0,5932500.0,5932500.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025011247/kscp-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1600983/000155837025011247/kscp-20250630x10q.htm,124.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025011247/kscp-20250630x10q.htm,Pass,True,2025-10-24 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925102149/kscp-20251024xs8.htm,Pass (Offering),S-8; 424B5; S-3,,S-8,2025-10-24,12,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925102149/kscp-20251024xs8.htm,2025-10-24 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925102149/kscp-20251024xs8.htm; 2025-07-18 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925069067/tm2521172d2_424b5.htm; 2025-04-04 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925032190/tm2511377d1_s3.htm; 2025-03-31 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925029960/tm2510642d1_s8.htm; 2025-03-31 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465925029698/tm2510385d1_424b5.htm; 2024-11-22 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465924122135/tm2429239d1_424b5.htm; 2024-11-21 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465924121538/tm2428990d1_424b5.htm; 2024-11-14 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465924119212/tm2428326d1_424b5.htm; 2024-10-11 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000110465924108095/tm2426037d1_424b5.htm,2025-07-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025009331/kscp-20250908xdef14a.htm,Pass,DEF 14A,2025-07-21,107,https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025009331/kscp-20250908xdef14a.htm,2025-07-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025009331/kscp-20250908xdef14a.htm,2025-07-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1600983/000155837025009331/kscp-20250908xdef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
